#,Fecha del siniestro,Entidad Federativa,Municipio,Grupo de siniestro,Tipo de siniestro
5219,04-07-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5220,04-07-2020,Querétaro,Querétaro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5221,07-07-2020,Guanajuato,Celaya ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5222,07-07-2020,Nuevo León,Cadereyta Jiménez ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5223,08-07-2020,Colima,Manzanillo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5224,08-07-2020,Nuevo León,General Escobedo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5225,10-07-2020,Baja California,Mexicali ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5226,12-07-2020,Colima,Manzanillo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5227,12-07-2020,Tamaulipas,Llera ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5228,16-07-2020,Jalisco,Guadalajara ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5229,16-07-2020,Chihuahua,Juárez ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5230,16-07-2020,Jalisco,Zapotiltic,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5231,17-07-2020,Sonora,Cajeme ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5232,17-07-2020,Chihuahua,Ahumada ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5233,18-07-2020,Durango,Gómez Palacio ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5234,18-07-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5235,19-07-2020,Nuevo León,Hidalgo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5236,19-07-2020,Chihuahua,Meoqui ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5237,20-07-2020,Chihuahua,Camargo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5238,21-07-2020,Guanajuato,Salamanca ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5239,25-07-2020,Aguascalientes,Rincón De Romos ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5240,27-07-2020,Guanajuato,Celaya ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5241,28-07-2020,Durango,Gómez Palacio ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5242,28-07-2020,Sinaloa,Ahome ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5243,28-07-2020,Jalisco,Guadalajara ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5244,31-07-2020,Colima,Colima ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5245,31-07-2020,Querétaro,El Marqués ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5246,31-07-2020,Sonora,Cajeme ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5247,03-07-2020,Jalisco,Encarnación De Díaz ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5248,15-07-2020,Guanajuato,León ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5249,14-07-2020,Guanajuato,Celaya ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5250,16-07-2020,Zacatecas,Zacatecas ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5251,26-07-2020,Guanajuato,Irapuato ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5252,07-07-2020,Nayarit,Acaponeta ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5253,05-07-2020,Chihuahua,Camargo ,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
5254,26-07-2020,Chihuahua,Juárez ,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
5255,27-07-2020,Chihuahua,Urique ,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
5256,29-07-2020,Chihuahua,Delicias ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5257,13-07-2020,Sonora,Cajeme ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5258,08-07-2020,Chihuahua,Guazapares ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5259,31-07-2020,Chihuahua,Guazapares ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5260,07-07-2020,Jalisco,Tonila ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5261,23-07-2020,Jalisco,Tonila ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5262,24-07-2020,Chihuahua,Ahumada ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5263,23-07-2020,Jalisco,Tala ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5264,27-07-2020,Nuevo León,Cadereyta Jiménez ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5265,29-07-2020,Zacatecas,Cañitas De Felipe Pescador ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5266,26-07-2020,Nuevo León,Linares ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5267,12-08-2020,Coahuila de Zaragoza,Torreón ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
5268,03-08-2020,Guanajuato,Irapuato ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5269,04-08-2020,Guanajuato,Silao De La Victoria ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5270,06-08-2020,Guanajuato,Celaya ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5271,06-08-2020,Tamaulipas,Victoria ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5272,07-08-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5273,08-08-2020,Aguascalientes,Aguascalientes ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5274,09-08-2020,Jalisco,Tlajomulco De Zúñiga ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5275,11-08-2020,Sonora,Pitiquito ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5276,11-08-2020,Sinaloa,Elota ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5277,02-08-2020,Coahuila de Zaragoza,Progreso,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5278,12-08-2020,Durango,Mapimí ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5279,12-08-2020,Sonora,Navojoa ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5280,13-08-2020,Chihuahua,Juárez ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5281,13-08-2020,Sinaloa,Rosario ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5282,15-08-2020,Guanajuato,Apaseo El Grande ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5283,16-08-2020,Guanajuato,Villagrán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5284,21-08-2020,Nayarit,Tepic ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5285,22-08-2020,Nuevo León,Juárez ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5286,22-08-2020,Jalisco,Tlajomulco De Zúñiga,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5287,23-08-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5288,24-08-2020,Chihuahua,Delicias ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5289,24-08-2020,Colima,Manzanillo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5290,25-08-2020,Baja California,Mexicali ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5291,27-08-2020,Querétaro,Querétaro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5292,27-08-2020,Guanajuato,León ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5293,27-08-2020,Baja California,Mexicali ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5294,27-08-2020,Coahuila de Zaragoza,Francisco I. Madero ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5295,27-08-2020,Tamaulipas,González ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5296,29-08-2020,Jalisco,Zapopan ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5297,29-08-2020,Nuevo León,Montemorelos ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5298,31-08-2020,Durango,Gómez Palacio ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5299,01-08-2020,Chihuahua,Urique ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5300,01-08-2020,Michoacán de Ocampo,Yurécuaro ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5301,03-08-2020,Sonora,Puerto Peñasco ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5302,04-08-2020,Nayarit,Tepic ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5303,09-08-2020,Sonora,Puerto Peñasco ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5304,24-08-2020,Durango,Gómez Palacio ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5305,16-08-2020,Durango,Mapimí ,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
5306,31-08-2020,Guanajuato,Silao De La Victoria ,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
5307,01-08-2020,Nayarit,Santiago Ixcuintla,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5308,15-08-2020,Chihuahua,Chihuahua ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5309,22-08-2020,Guanajuato,Pénjamo ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5310,05-08-2020,Nayarit,Tepic ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5311,23-08-2020,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5312,27-08-2020,Nayarit,Xalisco ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5313,21-08-2020,Sonora,Cajeme ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5314,26-08-2020,Chihuahua,Meoqui ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5315,28-08-2020,Guanajuato,Celaya ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5316,10-08-2020,Chihuahua,Saucillo ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Daño a Instalaciones
5317,16-08-2020,Sinaloa,El Fuerte ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Daño a Instalaciones
5318,18-08-2020,Sinaloa,El Fuerte ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Daño a Instalaciones
5319,22-08-2020,Chihuahua,Chihuahua ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Daño a Instalaciones
5320,10-09-2020,Zacatecas,Zacatecas ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5321,05-09-2020,Jalisco,Tuxpan ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5322,10-09-2020,Nayarit,Xalisco ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5323,02-09-2020,Tamaulipas,Victoria ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5324,02-09-2020,Chihuahua,Juárez ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5325,02-09-2020,Aguascalientes,Aguascalientes ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5326,03-09-2020,Guanajuato,Irapuato ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5327,05-09-2020,Sinaloa,Elota ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5328,12-09-2020,Guanajuato,Villagrán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5329,13-09-2020,Tamaulipas,Victoria ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5330,14-09-2020,Querétaro,San Juan Del Río ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5331,15-09-2020,Nayarit,Tepic ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5332,15-09-2020,Jalisco,Magdalena ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5333,17-09-2020,Durango,Gómez Palacio ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5334,19-09-2020,Guanajuato,Celaya ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5335,19-09-2020,Guanajuato,Purísima Del Rincón ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5336,20-09-2020,Nayarit,Tepic ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5337,20-09-2020,Coahuila de Zaragoza,Francisco I. Madero ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5338,22-09-2020,Guanajuato,Silao De La Victoria ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5339,24-09-2020,Jalisco,Amacueca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5340,24-09-2020,Sinaloa,Mazatlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5341,26-09-2020,Guanajuato,Celaya ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5342,26-09-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5343,30-09-2020,Sinaloa,Elota ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5344,15-09-2020,México,Huehuetoca ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5345,15-09-2020,Guanajuato,Villagrán ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5346,06-09-2020,Nayarit,Tepic ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5347,07-09-2020,Guanajuato,Irapuato ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5348,28-09-2020,Jalisco,Ocotlán ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5349,09-09-2020,Chihuahua,Urique ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5350,09-09-2020,Hidalgo,Huichapan ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5351,14-09-2020,Jalisco,Hostotipaquillo ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5352,19-09-2020,Jalisco,Tonila ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5353,21-09-2020,Jalisco,Tonila ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5354,10-09-2020,Chihuahua,Camargo ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5355,13-09-2020,Chihuahua,Jiménez ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5356,14-09-2020,Nayarit,San Pedro Lagunillas ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5357,01-09-2020,Coahuila de Zaragoza,Castaños ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5358,06-09-2020,Tamaulipas,Casas ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5359,16-09-2020,Guanajuato,Celaya ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5360,30-09-2020,Colima,Manzanillo ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
5361,09-10-2020,México,Tultitlán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5362,21-10-2020,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5363,28-10-2020,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5364,05-10-2020,Veracruz de Ignacio de la Llave,Veracruz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5365,08-10-2020,Veracruz de Ignacio de la Llave,Camarón De Tejeda,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5366,12-10-2020,Hidalgo,Apan ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5367,17-10-2020,Tlaxcala,Chiautempan,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5368,22-10-2020,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5369,24-10-2020,Tlaxcala,Huamantla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5370,01-10-2020,México,Tlalnepantla De Baz,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5371,01-10-2020,México,Ecatepec De Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5372,10-10-2020,Ciudad de México,Gustavo A. Madero ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5373,16-10-2020,México,Ecatepec De Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5374,17-10-2020,Hidalgo,Atotonilco De Tula,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5375,18-10-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Alcance
5376,20-10-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5377,20-10-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Alcance
5378,20-10-2020,México,Acolman,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
5379,25-10-2020,México,Tultitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5380,30-10-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5381,31-10-2020,México,Cuautitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5382,29-10-2020,Chihuahua,La Cruz ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5383,18-10-2020,Guanajuato,Villagrán ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5384,12-10-2020,Guanajuato,Irapuato ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5385,20-10-2020,Jalisco,Zacoalco De Torres ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
5386,06-10-2020,Sonora,Cananea ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5387,06-10-2020,Coahuila de Zaragoza,Frontera ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5388,30-10-2020,Chihuahua,Chihuahua ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5389,03-10-2020,Aguascalientes,Aguascalientes ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5390,07-10-2020,Querétaro,El Marqués ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5391,12-10-2020,Aguascalientes,Pabellón De Arteaga ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5392,17-10-2020,Guanajuato,Salamanca ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5393,22-10-2020,Zacatecas,Fresnillo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5394,25-10-2020,Aguascalientes,Pabellón De Arteaga ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5395,26-10-2020,Guanajuato,Silao De La Victoria ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5396,11-10-2020,Zacatecas,Fresnillo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5397,02-10-2020,Nayarit,Tepic ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5398,05-10-2020,Sinaloa,Rosario ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5399,07-10-2020,Nayarit,Tepic ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5400,08-10-2020,Jalisco,Tlajomulco De Zúñiga ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5401,09-10-2020,Jalisco,El Salto ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5402,19-10-2020,Jalisco,Tlajomulco De Zúñiga ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5403,22-10-2020,Jalisco,Tlajomulco De Zúñiga,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5404,23-10-2020,Colima,Colima ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5405,28-10-2020,Jalisco,Tlajomulco De Zúñiga ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5406,14-10-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5407,16-10-2020,Baja California,Mexicali ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5408,20-10-2020,Sinaloa,Mazatlán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5409,22-10-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5410,29-10-2020,Sinaloa,Culiacán ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5411,31-10-2020,Baja California,Mexicali ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5412,01-10-2020,Nuevo León,General Escobedo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5413,04-10-2020,Tamaulipas,Victoria ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5414,08-10-2020,Coahuila de Zaragoza,Múzquiz ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5415,14-10-2020,Nuevo León,General Escobedo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5416,07-10-2020,Nayarit,Tepic ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5417,15-10-2020,Guanajuato,Salamanca ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5418,13-10-2020,Sonora,Opodepe ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5419,16-10-2020,Jalisco,El Salto ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
